RecordNumber,Zipcode,ZipCodeType,City,State,Lat,Long,Country
65085,46738,STANDARD,KEYSER,IN,41.34,-85.12,US
65087,46402,STANDARD,GARY,IN,41.59,-87.34,US
65088,46403,STANDARD,GARY,IN,41.59,-87.34,US
65089,46404,STANDARD,GARY,IN,41.59,-87.34,US
65090,46405,STANDARD,LAKE STATION,IN,41.57,-87.26,US
65091,46405,STANDARD,GARY,IN,41.57,-87.26,US
65092,46406,STANDARD,GARY,IN,41.59,-87.34,US
65093,46406,STANDARD,BRUNSWICK,IN,41.59,-87.34,US
65094,46407,STANDARD,GARY,IN,41.59,-87.34,US
65095,46408,STANDARD,GARY,IN,41.59,-87.34,US
65096,46409,STANDARD,GARY,IN,41.59,-87.34,US
65097,46410,STANDARD,MERRILLVILLE,IN,41.47,-87.32,US
65098,46410,STANDARD,GARY,IN,41.47,-87.32,US
65101,46933,STANDARD,GAS CITY,IN,40.48,-85.6,US
65102,47342,STANDARD,GASTON,IN,40.31,-85.5,US
65103,47342,STANDARD,WHEELING,IN,40.31,-85.5,US
65104,46740,STANDARD,GENEVA,IN,40.59,-84.95,US
65105,46740,STANDARD,CEYLON,IN,40.59,-84.95,US
65106,47537,STANDARD,GENTRYVILLE,IN,38.1,-87.03,US
65107,46133,STANDARD,GLENWOOD,IN,39.62,-85.3,US
65108,47948,STANDARD,GOODLAND,IN,40.76,-87.29,US
65109,46526,STANDARD,GOSHEN,IN,41.57,-85.83,US
65110,46526,STANDARD,FORAKER,IN,41.57,-85.83,US
65112,46528,STANDARD,GOSHEN,IN,41.57,-85.83,US
65113,47433,STANDARD,GOSPORT,IN,39.35,-86.66,US
65114,47433,STANDARD,BAKER,IN,39.35,-86.66,US
65115,47433,STANDARD,HOLLYBRK LK,IN,39.35,-86.66,US
65116,47433,STANDARD,HOLLYBROOK LAKE,IN,39.35,-86.66,US
65117,46741,STANDARD,GRABILL,IN,41.21,-84.96,US
65118,46530,STANDARD,GRANGER,IN,41.73,-86.13,US
65120,46135,STANDARD,GREENCASTLE,IN,39.64,-86.84,US
65121,46135,STANDARD,LIMEDALE,IN,39.64,-86.84,US
65122,46135,STANDARD,MANHATTAN,IN,39.64,-86.84,US
65123,46135,STANDARD,MORTON,IN,39.64,-86.84,US
65124,46135,STANDARD,MOUNT MERIDIAN,IN,39.64,-86.84,US
65125,46135,STANDARD,MT MERIDIAN,IN,39.64,-86.84,US
65126,46140,STANDARD,GREENFIELD,IN,39.79,-85.77,US
65127,46140,STANDARD,SPRING LAKE,IN,39.79,-85.77,US
65128,46140,STANDARD,EDEN,IN,39.79,-85.77,US
65129,46140,STANDARD,GEM,IN,39.79,-85.77,US
65131,47240,STANDARD,GREENSBURG,IN,39.34,-85.48,US
65132,47240,STANDARD,BURNEY,IN,39.34,-85.48,US
65133,47240,STANDARD,ADAMS,IN,39.34,-85.48,US
65134,47240,STANDARD,ENOCHSBURG,IN,39.34,-85.48,US
65135,47240,STANDARD,KINGSTON,IN,39.34,-85.48,US
65136,47240,STANDARD,LAKE MCCOY,IN,39.34,-85.48,US
65137,47240,STANDARD,SANDUSKY,IN,39.34,-85.48,US
65138,47240,STANDARD,WILLIAMSTOWN,IN,39.34,-85.48,US
65140,47345,STANDARD,GREENS FORK,IN,39.89,-85.04,US
65141,46936,STANDARD,GREENTOWN,IN,40.47,-85.96,US
65142,46142,STANDARD,GREENWOOD,IN,39.61,-86.11,US
65143,46143,STANDARD,GREENWOOD,IN,39.61,-86.11,US
65144,46143,STANDARD,GREENWD,IN,39.61,-86.11,US
65145,46143,STANDARD,GRNWOOD,IN,39.61,-86.11,US
65146,46319,STANDARD,GRIFFITH,IN,41.52,-87.42,US
65147,46319,STANDARD,NEW ELLIOTT,IN,41.52,-87.42,US
65148,46531,STANDARD,GROVERTOWN,IN,41.32,-86.52,US
65150,47346,STANDARD,HAGERSTOWN,IN,39.91,-85.15,US
65151,47346,STANDARD,DALTON,IN,39.91,-85.15,US
65152,47346,STANDARD,GRACELAND HEIGHTS,IN,39.91,-85.15,US
65153,47346,STANDARD,GRACELAND HTS,IN,39.91,-85.15,US
65154,46742,STANDARD,HAMILTON,IN,41.53,-84.91,US
65155,46742,STANDARD,ALVARADO,IN,41.53,-84.91,US
65156,46742,STANDARD,CIRCLE PARK,IN,41.53,-84.91,US
65157,46742,STANDARD,CLARKS LANDING,IN,41.53,-84.91,US
65158,46742,STANDARD,COLD SPRINGS,IN,41.53,-84.91,US
65159,46742,STANDARD,FOREST PARK BEACH,IN,41.53,-84.91,US
65160,46742,STANDARD,ISLAND PARK,IN,41.53,-84.91,US
65161,46742,STANDARD,OAKWOOD,IN,41.53,-84.91,US
65162,46742,STANDARD,OAKWOOD SHORES,IN,41.53,-84.91,US
65163,46742,STANDARD,OTSEGO,IN,41.53,-84.91,US
65164,46742,STANDARD,PENN PARK,IN,41.53,-84.91,US
65165,46742,STANDARD,RUSSELS POINT,IN,41.53,-84.91,US
65166,46532,STANDARD,HAMLET,IN,41.37,-86.58,US
65167,46320,STANDARD,HAMMOND,IN,41.62,-87.49,US
65168,46321,STANDARD,MUNSTER,IN,41.54,-87.5,US
65169,46321,STANDARD,HAMMOND,IN,41.54,-87.5,US
65170,46322,STANDARD,HIGHLAND,IN,41.54,-87.45,US
65171,46322,STANDARD,HAMMOND,IN,41.54,-87.45,US
65172,46323,STANDARD,HAMMOND,IN,41.62,-87.49,US
65173,46323,STANDARD,HESSVILLE,IN,41.62,-87.49,US
65174,46324,STANDARD,HAMMOND,IN,41.62,-87.49,US
65175,46324,STANDARD,SOUTH CALUMET AVENUE,IN,41.62,-87.49,US
65177,46327,STANDARD,HAMMOND,IN,41.62,-87.49,US
65178,46340,STANDARD,HANNA,IN,41.4,-86.75,US
65179,47243,STANDARD,HANOVER,IN,38.71,-85.47,US
65180,47243,STANDARD,HANOVER BEACH,IN,38.71,-85.47,US
65181,47243,STANDARD,PAYNESVILLE,IN,38.71,-85.47,US
65182,46743,STANDARD,HARLAN,IN,41.22,-84.83,US
65185,47348,STANDARD,HARTFORD CITY,IN,40.45,-85.37,US
65186,47348,STANDARD,LAKE MOHEE,IN,40.45,-85.37,US
65187,47348,STANDARD,LICKING,IN,40.45,-85.37,US
65188,47348,STANDARD,MILL GROVE,IN,40.45,-85.37,US
65189,47348,STANDARD,ROLL,IN,40.45,-85.37,US
65190,47348,STANDARD,SHAMROCK LAKES,IN,40.45,-85.37,US
65191,47348,STANDARD,SHAMROCK LKS,IN,40.45,-85.37,US
65192,47244,STANDARD,HARTSVILLE,IN,39.26,-85.69,US
65193,47244,STANDARD,WAYNESBURG,IN,39.26,-85.69,US
65195,46341,STANDARD,HEBRON,IN,41.32,-87.2,US
65197,47436,STANDARD,HELTONVILLE,IN,38.97,-86.36,US
65198,47436,STANDARD,CHAPELHILL,IN,38.97,-86.36,US
65199,47436,STANDARD,PLEASANT RUN,IN,38.97,-86.36,US
65201,47949,STANDARD,HILLSBORO,IN,40.1,-87.15,US
65203,47854,STANDARD,HILLSDALE,IN,39.76,-87.4,US
65204,47854,STANDARD,ALTA,IN,39.76,-87.4,US
65205,47854,STANDARD,HIGHLAND,IN,39.76,-87.4,US
65206,46745,STANDARD,HOAGLAND,IN,40.94,-85,US
65207,46342,STANDARD,HOBART,IN,41.53,-87.26,US
65208,46342,STANDARD,NEW CHICAGO,IN,41.53,-87.26,US
65210,47541,STANDARD,HOLLAND,IN,38.24,-87.03,US
65211,47246,STANDARD,HOPE,IN,39.29,-85.76,US
65212,46746,STANDARD,HOWE,IN,41.72,-85.42,US
65213,46746,STANDARD,BRIGHTON,IN,41.72,-85.42,US
65214,46746,STANDARD,LIMA,IN,41.72,-85.42,US
65215,46747,STANDARD,HUDSON,IN,41.53,-85.08,US
65216,46747,STANDARD,HELMER,IN,41.53,-85.08,US
65217,46747,STANDARD,GRAVEL BEACH,IN,41.53,-85.08,US
65218,46747,STANDARD,SALEM CENTER,IN,41.53,-85.08,US
65219,46748,STANDARD,HUNTERTOWN,IN,41.23,-85.16,US
65220,47542,STANDARD,HUNTINGBURG,IN,38.29,-86.95,US
65221,47542,STANDARD,BRETZVILLE,IN,38.29,-86.95,US
65222,47542,STANDARD,DUFF,IN,38.29,-86.95,US
65223,47542,STANDARD,JOHNSBURG,IN,38.29,-86.95,US
65224,47542,STANDARD,MALTERSVILLE,IN,38.29,-86.95,US
65225,46750,STANDARD,HUNTINGTON,IN,40.88,-85.5,US
65226,46750,STANDARD,BOWERSTOWN,IN,40.88,-85.5,US
65227,46750,STANDARD,BRACKEN,IN,40.88,-85.5,US
65228,46750,STANDARD,GOBLESVILLE,IN,40.88,-85.5,US
65229,46750,STANDARD,MAHON,IN,40.88,-85.5,US
65230,46750,STANDARD,MAJENICA,IN,40.88,-85.5,US
65231,46750,STANDARD,MOUNT ETNA,IN,40.88,-85.5,US
65232,46750,STANDARD,SIMPSON,IN,40.88,-85.5,US
65233,46750,STANDARD,TOLEDO,IN,40.88,-85.5,US
65236,47950,STANDARD,IDAVILLE,IN,40.78,-86.66,US
65237,46201,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65238,46202,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65239,46203,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65240,46204,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65241,46205,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65242,46205,STANDARD,UPTOWN,IN,39.77,-86.14,US
65245,46208,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65246,46208,STANDARD,ROCKY RIPPLE,IN,39.77,-86.14,US
65252,46214,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65253,46214,STANDARD,EAGLE CREEK,IN,39.77,-86.14,US
65254,46216,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65255,46216,STANDARD,FT BENJAMIN HARRISON,IN,39.77,-86.14,US
65256,46216,STANDARD,OAKLANDON,IN,39.77,-86.14,US
65257,46217,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65258,46217,STANDARD,SOUTHPORT,IN,39.77,-86.14,US
65259,46218,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65260,46219,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65261,46219,STANDARD,WARREN PARK,IN,39.77,-86.14,US
65262,46219,STANDARD,IRVINGTON,IN,39.77,-86.14,US
65263,46220,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65264,46221,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65265,46221,STANDARD,WEST INDIANAPOLIS,IN,39.77,-86.14,US
65266,46222,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65269,46224,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65270,46224,STANDARD,SPEEDWAY,IN,39.77,-86.14,US
65271,46224,STANDARD,SPDWAY,IN,39.77,-86.14,US
65272,46224,STANDARD,SPDWY,IN,39.77,-86.14,US
65273,46225,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65274,46226,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65275,46226,STANDARD,LAWRENCE,IN,39.77,-86.14,US
65276,46227,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65277,46227,STANDARD,HOMECROFT,IN,39.77,-86.14,US
65278,46227,STANDARD,SOUTHPORT,IN,39.77,-86.14,US
65279,46228,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65280,46228,STANDARD,CROWS NEST,IN,39.77,-86.14,US
65281,46228,STANDARD,N CROWS NEST,IN,39.77,-86.14,US
65282,46228,STANDARD,NORTH CROWS NEST,IN,39.77,-86.14,US
65283,46228,STANDARD,SPRING HILLS,IN,39.77,-86.14,US
65284,46228,STANDARD,WYNNEDALE,IN,39.77,-86.14,US
65285,46229,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65286,46229,STANDARD,CUMBERLAND,IN,39.77,-86.14,US
65288,46231,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65289,46234,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65290,46234,STANDARD,CLERMONT,IN,39.77,-86.14,US
65291,46235,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65292,46235,STANDARD,OAKLANDON,IN,39.77,-86.14,US
65293,46236,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65294,46236,STANDARD,OAKLANDON,IN,39.77,-86.14,US
65295,46237,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65296,46237,STANDARD,SOUTHPORT,IN,39.77,-86.14,US
65297,46239,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65298,46239,STANDARD,WANAMAKER,IN,39.77,-86.14,US
65299,46240,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65300,46240,STANDARD,NORA,IN,39.77,-86.14,US
65301,46240,STANDARD,WILLIAMS CREEK,IN,39.77,-86.14,US
65302,46240,STANDARD,WILLIAMS CRK,IN,39.77,-86.14,US
65303,46241,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65304,46241,STANDARD,DREXEL GARDENS,IN,39.77,-86.14,US
65305,46241,STANDARD,DREXEL GDNS,IN,39.77,-86.14,US
65306,46241,STANDARD,MARS HILL,IN,39.77,-86.14,US
65307,46241,STANDARD,MAYWOOD,IN,39.77,-86.14,US
65308,46241,STANDARD,PARK FLETCHER,IN,39.77,-86.14,US
65316,46250,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65317,46250,STANDARD,CASTLETON,IN,39.77,-86.14,US
65321,46254,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65322,46254,STANDARD,EAGLE CREEK,IN,39.77,-86.14,US
65326,46256,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65327,46256,STANDARD,CASTLETON,IN,39.77,-86.14,US
65328,46259,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65329,46259,STANDARD,ACTON,IN,39.77,-86.14,US
65330,46260,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65331,46260,STANDARD,MERIDIAN HILLS,IN,39.77,-86.14,US
65332,46260,STANDARD,MERIDIAN HLS,IN,39.77,-86.14,US
65333,46260,STANDARD,NORA,IN,39.77,-86.14,US
65338,46268,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65339,46268,STANDARD,NEW AUGUSTA,IN,39.77,-86.14,US
65346,46278,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65347,46278,STANDARD,NEW AUGUSTA,IN,39.77,-86.14,US
65348,46278,STANDARD,TRADERS POINT,IN,39.77,-86.14,US
65349,46280,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65350,46280,STANDARD,NORA,IN,39.77,-86.14,US
65351,46282,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65356,46290,STANDARD,INDIANAPOLIS,IN,39.77,-86.14,US
65357,46290,STANDARD,NORA,IN,39.77,-86.14,US
65367,46048,STANDARD,INGALLS,IN,39.96,-85.79,US
65369,46147,STANDARD,JAMESTOWN,IN,39.92,-86.62,US
65370,47438,STANDARD,JASONVILLE,IN,39.16,-87.19,US
65371,47438,STANDARD,BOGLE CORNER,IN,39.16,-87.19,US
65372,47438,STANDARD,BUCHANAN CNR,IN,39.16,-87.19,US
65373,47438,STANDARD,BUCHANAN CORNER,IN,39.16,-87.19,US
65374,47438,STANDARD,GILMOUR,IN,39.16,-87.19,US
65375,47438,STANDARD,HOWESVILLE,IN,39.16,-87.19,US
65376,47438,STANDARD,LONETREE,IN,39.16,-87.19,US
65377,47546,STANDARD,JASPER,IN,38.39,-86.93,US
65378,47546,STANDARD,BOONE,IN,38.39,-86.93,US
65379,47546,STANDARD,HALL,IN,38.39,-86.93,US
65380,47546,STANDARD,PORTERSVILLE,IN,38.39,-86.93,US
65385,46938,STANDARD,JONESBORO,IN,40.47,-85.62,US
65387,46049,STANDARD,KEMPTON,IN,40.28,-86.23,US
65388,46755,STANDARD,KENDALLVILLE,IN,41.44,-85.25,US
65389,46755,STANDARD,ALLEN,IN,41.44,-85.25,US
65390,46755,STANDARD,CREE LAKE,IN,41.44,-85.25,US
65391,46755,STANDARD,LISBON,IN,41.44,-85.25,US
65392,46755,STANDARD,ROUND LAKE,IN,41.44,-85.25,US
65393,46755,STANDARD,WAKEFIELD VILLAGE,IN,41.44,-85.25,US
65394,46755,STANDARD,WAYNE CENTER,IN,41.44,-85.25,US
65396,47951,STANDARD,KENTLAND,IN,40.77,-87.44,US
65399,46939,STANDARD,KEWANNA,IN,41.01,-86.41,US
65400,46759,STANDARD,KEYSTONE,IN,40.58,-85.27,US
65401,46760,STANDARD,KIMMELL,IN,41.37,-85.51,US
65402,46760,STANDARD,SPARTA,IN,41.37,-85.51,US
65403,47952,STANDARD,KINGMAN,IN,39.96,-87.27,US
65404,47952,STANDARD,CATES,IN,39.96,-87.27,US
65405,47952,STANDARD,TANGIER,IN,39.96,-87.27,US
65409,46050,STANDARD,KIRKLIN,IN,40.19,-86.35,US
65410,46148,STANDARD,KNIGHTSTOWN,IN,39.79,-85.52,US
65411,46148,STANDARD,OGDEN,IN,39.79,-85.52,US
65412,46148,STANDARD,RAYSVILLE,IN,39.79,-85.52,US
65414,46534,STANDARD,KNOX,IN,41.29,-86.62,US
65415,46534,STANDARD,OBER,IN,41.29,-86.62,US
65416,46534,STANDARD,BASS LAKE,IN,41.29,-86.62,US
65417,46534,STANDARD,TOTO,IN,41.29,-86.62,US
65418,46901,STANDARD,KOKOMO,IN,40.47,-86.13,US
65419,46902,STANDARD,KOKOMO,IN,40.47,-86.13,US
65423,46347,STANDARD,KOUTS,IN,41.31,-87.02,US
65424,46348,STANDARD,LA CROSSE,IN,41.31,-86.88,US
65425,47954,STANDARD,LADOGA,IN,39.91,-86.79,US
65426,47901,STANDARD,LAFAYETTE,IN,40.41,-86.87,US
65427,47901,STANDARD,LA FAYETTE,IN,40.41,-86.87,US
65432,47904,STANDARD,LAFAYETTE,IN,40.41,-86.87,US
65433,47904,STANDARD,LA FAYETTE,IN,40.41,-86.87,US
65434,47905,STANDARD,LAFAYETTE,IN,40.41,-86.87,US
65435,47905,STANDARD,COLBURN,IN,40.41,-86.87,US
65436,47905,STANDARD,LA FAYETTE,IN,40.41,-86.87,US
65437,47906,STANDARD,WEST LAFAYETTE,IN,40.44,-86.91,US
65438,47906,STANDARD,LA FAYETTE,IN,40.44,-86.91,US
65439,47906,STANDARD,LAFAYETTE,IN,40.44,-86.91,US
65440,47906,STANDARD,W LAFAYETTE,IN,40.44,-86.91,US
65441,47907,STANDARD,WEST LAFAYETTE,IN,40.44,-86.91,US
65442,47907,STANDARD,LA FAYETTE,IN,40.44,-86.91,US
65443,47907,STANDARD,LAFAYETTE,IN,40.44,-86.91,US
65444,47907,STANDARD,W LAFAYETTE,IN,40.44,-86.91,US
65445,47909,STANDARD,LAFAYETTE,IN,40.41,-86.87,US
65446,47909,STANDARD,SHADELAND,IN,40.41,-86.87,US
65450,46940,STANDARD,LA FONTAINE,IN,40.67,-85.72,US
65451,46761,STANDARD,LAGRANGE,IN,41.64,-85.41,US
65452,46761,STANDARD,BRUSHY PRAIRIE,IN,41.64,-85.41,US
65453,46761,STANDARD,ELMIRA,IN,41.64,-85.41,US
65454,46761,STANDARD,FISH LAKE,IN,41.64,-85.41,US
65455,46761,STANDARD,MOUNT PISGAH,IN,41.64,-85.41,US
65456,46761,STANDARD,MT PISGAH,IN,41.64,-85.41,US
65457,46761,STANDARD,PLATO,IN,41.64,-85.41,US
65458,46761,STANDARD,ROYER LAKE,IN,41.64,-85.41,US
65459,46761,STANDARD,VALENTINE,IN,41.64,-85.41,US
65460,46941,STANDARD,LAGRO,IN,40.83,-85.72,US
65462,46349,STANDARD,LAKE VILLAGE,IN,41.12,-87.45,US
65463,46536,STANDARD,LAKEVILLE,IN,41.52,-86.27,US
65464,47531,STANDARD,EVANSTON,IN,38.02,-86.83,US
65467,47550,STANDARD,LAMAR,IN,38.04,-86.96,US
65468,47550,STANDARD,BUFFALOVILLE,IN,38.04,-86.96,US
65469,47550,STANDARD,KENNEDY,IN,38.04,-86.96,US
65470,46763,STANDARD,LAOTTO,IN,41.3,-85.2,US
65471,46763,STANDARD,EGE,IN,41.3,-85.2,US
65474,46051,STANDARD,LAPEL,IN,40.06,-85.84,US
65475,46350,STANDARD,LA PORTE,IN,41.6,-86.71,US
65476,46350,STANDARD,LAPORTE,IN,41.6,-86.71,US
65478,46764,STANDARD,LARWILL,IN,41.17,-85.62,US
65479,46764,STANDARD,ETNA-TROY,IN,41.17,-85.62,US
65480,46052,STANDARD,LEBANON,IN,40.05,-86.47,US
65481,46052,STANDARD,ULEN,IN,40.05,-86.47,US
65482,46538,STANDARD,LEESBURG,IN,41.32,-85.84,US
65484,46765,STANDARD,LEO,IN,41.23,-85.04,US
65485,46765,STANDARD,LEO-CEDARVILLE,IN,41.23,-85.04,US
65486,46765,STANDARD,LEO-CEDARVLE,IN,41.23,-85.04,US
65487,46765,STANDARD,CEDAR CANYON,IN,41.23,-85.04,US
65488,46765,STANDARD,CEDAR SHORES,IN,41.23,-85.04,US
65489,46765,STANDARD,CEDARVILLE,IN,41.23,-85.04,US
65490,47551,STANDARD,LEOPOLD,IN,38.1,-86.58,US
65491,47551,STANDARD,ORIOLE,IN,38.1,-86.58,US
65493,47858,STANDARD,LEWIS,IN,39.28,-87.26,US
65494,47858,STANDARD,BROWN JUG CORNER,IN,39.28,-87.26,US
65495,47352,STANDARD,LEWISVILLE,IN,39.8,-85.35,US
65496,47353,STANDARD,LIBERTY,IN,39.63,-84.92,US
65497,47353,STANDARD,BILLINGSVILLE,IN,39.63,-84.92,US
65498,47353,STANDARD,COTTAGEGROVE,IN,39.63,-84.92,US
65499,47353,STANDARD,DUNLAPSVILLE,IN,39.63,-84.92,US
65500,47353,STANDARD,LOTUS,IN,39.63,-84.92,US
65501,47353,STANDARD,ROSEBURG,IN,39.63,-84.92,US
65502,47353,STANDARD,TREATY LINE MUSEUM,IN,39.63,-84.92,US
65503,47353,STANDARD,TREATY LN MUS,IN,39.63,-84.92,US
65504,46766,STANDARD,LIBERTY CENTER,IN,40.69,-85.27,US
65505,46766,STANDARD,LIBERTY CTR,IN,40.69,-85.27,US
65507,46767,STANDARD,LIGONIER,IN,41.46,-85.59,US
65508,47552,STANDARD,LINCOLN CITY,IN,38.12,-86.98,US
65509,47552,STANDARD,LAKE LINCOLN,IN,38.12,-86.98,US
65510,47552,STANDARD,LINCOLN BOYHOOD NATIONAL MEM,IN,38.12,-86.98,US
65511,47552,STANDARD,LINCOLN BOYHOOD NATL MEM,IN,38.12,-86.98,US
65512,47955,STANDARD,LINDEN,IN,40.19,-86.9,US
65513,47441,STANDARD,LINTON,IN,39.03,-87.15,US
65514,47441,STANDARD,ISLAND CITY,IN,39.03,-87.15,US
65515,47441,STANDARD,STOCKTON,IN,39.03,-87.15,US
65516,47441,STANDARD,VICKSBURG,IN,39.03,-87.15,US
65517,47441,STANDARD,VICTORIA,IN,39.03,-87.15,US
65518,47441,STANDARD,WEST LINTON,IN,39.03,-87.15,US
65519,47441,STANDARD,WHITES CROSSING,IN,39.03,-87.15,US
65520,47441,STANDARD,WHITES XING,IN,39.03,-87.15,US
65521,47441,STANDARD,WRIGHT,IN,39.03,-87.15,US
65522,46149,STANDARD,LIZTON,IN,39.88,-86.54,US
65523,46947,STANDARD,LOGANSPORT,IN,40.75,-86.35,US
65524,47553,STANDARD,LOOGOOTEE,IN,38.67,-86.91,US
65525,47553,STANDARD,ALFORDSVILLE,IN,38.67,-86.91,US
65526,47553,STANDARD,BRAMBLE,IN,38.67,-86.91,US
65527,47553,STANDARD,BURNS CITY,IN,38.67,-86.91,US
65528,47553,STANDARD,REEVE,IN,38.67,-86.91,US
65529,47553,STANDARD,RUTHERFORD,IN,38.67,-86.91,US
65530,47553,STANDARD,SCENIC HILL,IN,38.67,-86.91,US
65531,47553,STANDARD,WHITFIELD,IN,38.67,-86.91,US
65532,47354,STANDARD,LOSANTVILLE,IN,40.02,-85.18,US
65533,47354,STANDARD,BLOUNTSVILLE,IN,40.02,-85.18,US
65534,46356,STANDARD,LOWELL,IN,41.29,-87.41,US
65535,46356,STANDARD,BELSHAW,IN,41.29,-87.41,US
65536,46356,STANDARD,CRESTON,IN,41.29,-87.41,US
65537,46356,STANDARD,LAKE DALECARLIA,IN,41.29,-87.41,US
65538,46356,STANDARD,NORTH HAYDEN,IN,41.29,-87.41,US
65539,46950,STANDARD,LUCERNE,IN,40.86,-86.41,US
65540,47355,STANDARD,LYNN,IN,40.04,-84.94,US
65541,47355,STANDARD,ARBA,IN,40.04,-84.94,US
65542,47355,STANDARD,BLOOMINGPORT,IN,40.04,-84.94,US
65543,47355,STANDARD,CARLOS CITY,IN,40.04,-84.94,US
65544,47355,STANDARD,CRETE,IN,40.04,-84.94,US
65545,47355,STANDARD,SPARTANBURG,IN,40.04,-84.94,US
65546,47443,STANDARD,LYONS,IN,38.98,-87.08,US
65547,47443,STANDARD,MARCO,IN,38.98,-87.08,US
65548,46055,STANDARD,MC CORDSVILLE,IN,39.9,-85.93,US
65549,46055,STANDARD,MCCORDSVILLE,IN,39.9,-85.93,US
65550,46055,STANDARD,WOODBURY,IN,39.9,-85.93,US
65551,46951,STANDARD,MACY,IN,40.95,-86.12,US
65552,46951,STANDARD,NYONA LAKE,IN,40.95,-86.12,US
65553,47250,STANDARD,MADISON,IN,38.75,-85.38,US
65554,47250,STANDARD,BROOKSBURG,IN,38.75,-85.38,US
65555,47250,STANDARD,JEFFERSON PROVING GROUND,IN,38.75,-85.38,US
65556,47250,STANDARD,JEFFERSON PRV GRND,IN,38.75,-85.38,US
65557,47250,STANDARD,NORTH MADISON,IN,38.75,-85.38,US
65558,46146,STANDARD,HOMER,IN,39.58,-85.52,US
65559,46150,STANDARD,MANILLA,IN,39.57,-85.63,US
65561,46952,STANDARD,MARION,IN,40.54,-85.66,US
65562,46953,STANDARD,MARION,IN,40.54,-85.66,US
65563,46770,STANDARD,MARKLE,IN,40.82,-85.33,US
65564,46056,STANDARD,MARKLEVILLE,IN,39.97,-85.61,US
65565,46056,STANDARD,EMPORIA,IN,39.97,-85.61,US
65566,47859,STANDARD,MARSHALL,IN,39.84,-87.18,US
65567,47859,STANDARD,HOWARD,IN,39.84,-87.18,US
65568,46151,STANDARD,MARTINSVILLE,IN,39.42,-86.42,US
65569,46151,STANDARD,BETHANY,IN,39.42,-86.42,US
65570,46151,STANDARD,CENTERTON,IN,39.42,-86.42,US
65571,46151,STANDARD,LAKE EDGEWOOD,IN,39.42,-86.42,US
65572,46151,STANDARD,PARADISE LAKE,IN,39.42,-86.42,US
65573,46151,STANDARD,WAVERLY,IN,39.42,-86.42,US
65577,47957,STANDARD,MEDARYVILLE,IN,41.08,-86.89,US
65578,47260,STANDARD,MEDORA,IN,38.82,-86.17,US
65580,46539,STANDARD,MENTONE,IN,41.17,-86.03,US
65581,47861,STANDARD,MEROM,IN,39.05,-87.56,US
65582,47861,STANDARD,GILL,IN,39.05,-87.56,US
65583,47861,STANDARD,RIVERTON,IN,39.05,-87.56,US
65585,46360,STANDARD,MICHIGAN CITY,IN,41.71,-86.87,US
65586,46360,STANDARD,LONG BEACH,IN,41.71,-86.87,US
65587,46360,STANDARD,MICHIANA SHORES,IN,41.71,-86.87,US
65588,46360,STANDARD,MICHIANA SHRS,IN,41.71,-86.87,US
65589,46360,STANDARD,PINES,IN,41.71,-86.87,US
65590,46360,STANDARD,POTAWATAMI PK,IN,41.71,-86.87,US
65591,46360,STANDARD,POTTAWATTAMIE PARK,IN,41.71,-86.87,US
